,Stock,Company Name,Sector,Shares Held or Principal Amt,ESG Risk,Market Value,% of Portfolio
259,TDG,Transdigm Group Incorporated Inc.,INDUSTRIALS,"4,336,367",39.0,"$2,825,316,000",0.07
260,LHX,NaN,INFORMATION TECHNOLOGY,"12,454,934",,"$3,094,678,000",0.08
261,WEC,WEC Energy Group Inc.,UTILITIES AND TELECOMMUNICATIONS,"28,149,277",28.0,"$2,809,581,000",0.07
262,AJG,Arthur J. Gallagher & Co.,FINANCE,"16,065,209",22.0,"$2,804,987,000",0.07
263,MAR,Marriott International,CONSUMER DISCRETIONARY,"15,956,130",22.0,"$2,804,289,000",0.07
264,HES,Hess Corporation,ENERGY,"26,172,982",32.0,"$2,801,554,000",0.07
265,RSG,Republic Services Inc.,INDUSTRIALS,"21,085,318",21.0,"$2,793,803,000",0.07
266,ALGN,Align Technology Inc.,HEALTH CARE,"6,373,398",,"$2,778,802,000",0.07
267,HAL,Halliburton Company,ENERGY,"72,922,850",24.0,"$2,761,589,000",0.07
268,BK,Bank of New York Mellon Corporation (The),FINANCE,"55,564,624",21.0,"$2,757,674,000",0.07
269,PPG,PPG Industries Inc.,MATERIALS,"21,037,202",24.0,"$2,757,343,000",0.07
270,WDAY,Workday Inc.,COMMUNICATIONS,"11,491,086",NaN,"$2,751,659,000",0.07
271,MDB,MongoDB Inc.,INFORMATION TECHNOLOGY,"6,194,507",NaN,"$2,747,821,000",0.07
272,FAST,Fastenal Company,INDUSTRIALS,"46,254,527",26.0,"$2,747,517,000",0.07
273,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,INFORMATION TECHNOLOGY,"20,944,259",16.0,"$2,743,278,000",0.07
274,STZ,Constellation Brands Inc.,CONSUMER STAPLES,"11,738,986",26.0,"$2,703,724,000",0.07
275,ZBH,Zimmer Biomet Holdings Inc.,HEALTH CARE,"21,114,785",27.0,"$2,700,583,000",0.07
276,IWM,iShares Russell 2000,FINANCE,"13,149,815",NaN,"$2,699,262,000",0.07
277,CARR,NaN,INDUSTRIALS,"58,476,078",,"$2,682,299,000",0.07
278,EBAY,eBay Inc.,CONSUMER DISCRETIONARY,"46,538,155",17.0,"$2,664,774,000",0.07
279,AWK,American Water Works Company Inc.,UTILITIES AND TELECOMMUNICATIONS,"16,020,442",28.0,"$2,651,862,000",0.07
280,DLTR,Dollar Tree Inc.,CONSUMER DISCRETIONARY,"16,463,828",15.0,"$2,636,682,000",0.07
281,MAA,Mid-America Apartment Communities Inc.,REAL ESTATE,"12,547,537",15.0,"$2,628,082,000",0.07
282,IFF,Internationa Flavors & Fragrances Inc.,MATERIALS,"19,967,248",22.0,"$2,622,298,000",0.07
283,ROST,Ross Stores Inc.,CONSUMER DISCRETIONARY,"28,971,315",16.0,"$2,620,746,000",0.07
284,SNOW,NaN,INFORMATION TECHNOLOGY,"11,379,286",NaN,"$2,607,336,000",0.07
285,OTIS,NaN,INDUSTRIALS,"33,882,793",,"$2,607,281,000",0.07
286,WEC,WEC Energy Group Inc.,UTILITIES AND TELECOMMUNICATIONS,"28,149,277",28.0,"$2,809,581,000",0.07
287,VTR,Ventas Inc.,REAL ESTATE,"42,196,028",13.0,"$2,606,027,000",0.07
288,VRSK,Verisk Analytics Inc.,INDUSTRIALS,"12,140,927",20.0,"$2,605,808,000",0.07
289,DD,NaN,MATERIALS,"35,216,401",29.0,"$2,591,222,000",0.07
290,SYY,Sysco Corporation,CONSUMER STAPLES,"31,668,083",12.0,"$2,585,695,000",0.07
291,WBA,Walgreens Boots Alliance Inc.,CONSUMER STAPLES,"57,751,600",18.0,"$2,585,537,000",0.07
292,ROK,Rockwell Automation Inc.,INDUSTRIALS,"9,227,972",20.0,"$2,584,111,000",0.07
293,AMP,Ameriprise Financial Inc.,FINANCE,"8,592,034",23.0,"$2,580,702,000",0.07
294,BKR,NaN,ENERGY,"70,749,742",,"$2,575,998,000",0.07
295,ABC,AmerisourceBergen Corporation,CONSUMER STAPLES,"16,455,417",12.0,"$2,545,819,000",0.07
296,GPN,Global Payments Inc.,INFORMATION TECHNOLOGY,"18,493,619",19.0,"$2,530,666,000",0.07
297,LH,Laboratory Corporation of America Holdings,HEALTH CARE,"9,576,779",19.0,"$2,525,014,000",0.07
298,CMI,Cummins Inc.,INDUSTRIALS,"12,299,282",19.0,"$2,522,705,000",0.07
299,EXPE,Expedia Group Inc.,CONSUMER DISCRETIONARY,"12,844,679",25.0,"$2,513,317,000",0.07
300,CPRT,Copart Inc.,INDUSTRIALS,"19,934,489",18.0,"$2,501,179,000",0.07
301,UBER,NaN,CONSUMER DISCRETIONARY,"70,065,261",NaN,"$2,499,929,000",0.07
302,APTV,Aptiv PLC,INDUSTRIALS,"20,684,716",12.0,"$2,476,166,000",0.07
303,LNG,Cheniere Energy Inc.,ENERGY,"17,828,164",NaN,"$2,471,874,000",0.07
304,WTW,Weight Watchers International Inc,FINANCE,"10,284,486",18.0,"$2,429,403,000",0.06
305,STT,State Street Corporation,FINANCE,"27,730,795",22.0,"$2,415,908,000",0.06
306,LULU,lululemon athletica inc.,CONSUMER DISCRETIONARY,"6,610,763",NaN,"$2,414,447,000",0.06
307,ANET,Arista Networks Inc.,INFORMATION TECHNOLOGY,"17,368,275",16.0,"$2,413,842,000",0.06
308,ANSS,ANSYS Inc.,INFORMATION TECHNOLOGY,"8,729,071",13.0,"$2,406,517,584",0.06
309,PH,Parker-Hannifin Corporation,INDUSTRIALS,"8,370,982",29.0,"$2,375,349,000",0.06
310,MTCH,Match Group Inc.,CONSUMER DISCRETIONARY,"29,817,008",,"$2,360,016,183",0.06
311,DHI,D.R. Horton Inc.,CONSUMER DISCRETIONARY,"31,649,091",22.0,"$2,358,173,000",0.06
312,VTR,Ventas Inc.,REAL ESTATE,"42,196,028",13.0,"$2,606,027,000",0.07
313,ZBRA,Zebra Technologies Corporation,INFORMATION TECHNOLOGY,"5,689,615",,"$2,353,794,000",0.06
314,FITB,Fifth Third Bancorp,FINANCE,"54,231,343",19.0,"$2,334,117,000",0.06
315,BALL,NaN,MATERIALS,"25,742,704",11.0,"$2,316,842,000",0.06
316,LYB,LyondellBasell Industries NV Class A (Netherlands),MATERIALS,"22,505,077",25.0,"$2,313,972,000",0.06
317,DFS,Discover Financial Services,FINANCE,"20,961,715",23.0,"$2,309,769,000",0.06
318,VRSN,VeriSign Inc.,COMMUNICATIONS,"10,364,854",21.0,"$2,305,766,000",0.06
319,TSCO,Tractor Supply Company,CONSUMER DISCRETIONARY,"11,441,630",14.0,"$2,304,916,364",0.06
320,EFX,Equifax Inc.,INDUSTRIALS,"9,720,913",26.0,"$2,304,828,000",0.06
321,EXPD,Expeditors International of Washington Inc.,TRANSPORTS,"22,218,424",16.0,"$2,292,049,000",0.06
322,YUM,Yum! Brands Inc.,CONSUMER DISCRETIONARY,"19,246,582",21.0,"$2,281,297,000",0.06
323,KKR,KKR & Co. Inc. Class A,FINANCE,"38,932,856",NaN,"$2,276,406,000",0.06
324,ON,ON Semiconductor Corporation,INFORMATION TECHNOLOGY,"45,235,493",27.0,"$2,275,797,653",0.06
325,EIX,Edison International,UTILITIES AND TELECOMMUNICATIONS,"32,311,696",27.0,"$2,265,051,000",0.06
326,DDOG,NaN,INFORMATION TECHNOLOGY,"14,742,954",NaN,"$2,233,117,000",0.06
327,CERN,Cerner Corporation,HEALTH CARE,"23,841,125",NaN,"$2,230,573,000",0.06
328,ESS,Essex Property Trust Inc.,REAL ESTATE,"6,446,586",13.0,"$2,227,168,000",0.06
329,BXP,Boston Properties Inc.,REAL ESTATE,"17,089,571",12.0,"$2,201,136,000",0.06
330,RF,Regions Financial Corporation,FINANCE,"98,861,676",16.0,"$2,200,661,000",0.06
331,EQT,EQT Corporation,UTILITIES AND TELECOMMUNICATIONS,"63,878,979",37.0,"$2,198,073,000",0.06
332,ALB,Albemarle Corporation,MATERIALS,"9,924,312",29.0,"$2,194,761,000",0.06
333,LQD,iShares iBoxx $ Investment Grade Corporate Bond,FINANCE,"18,060,257",NaN,"$2,184,209,000",0.06
334,DTE,DTE Energy Company,UTILITIES AND TELECOMMUNICATIONS,"16,466,165",25.0,"$2,176,994,000",0.06
335,DRE,Duke Realty Corporation,REAL ESTATE,"37,330,166",NaN,"$2,167,386,000",0.06
336,ETR,Entergy Corporation,UTILITIES AND TELECOMMUNICATIONS,"18,499,101",30.0,"$2,159,770,000",0.06
337,STLD,Steel Dynamics Inc.,MATERIALS,"25,820,456",32.0,"$2,154,201,000",0.06
338,ZBRA,Zebra Technologies Corporation,INFORMATION TECHNOLOGY,"5,689,615",,"$2,353,794,000",0.06
339,FITB,Fifth Third Bancorp,FINANCE,"54,231,343",19.0,"$2,334,117,000",0.06
340,BALL,NaN,MATERIALS,"25,742,704",11.0,"$2,316,842,000",0.06
341,WY,Weyerhaeuser Company,MATERIALS,"56,430,834",18.0,"$2,138,728,000",0.06
342,PCAR,PACCAR Inc.,INDUSTRIALS,"24,024,912",28.0,"$2,115,872,000",0.06
343,FRC,FIRST REPUBLIC BANK,FINANCE,"12,961,256",24.0,"$2,101,021,000",0.06
344,VEEV,Veeva Systems Inc. Class A,INFORMATION TECHNOLOGY,"9,887,733",NaN,"$2,100,748,000",0.06
345,HPE,Hewlett Packard Enterprise Company,INFORMATION TECHNOLOGY,"125,228,080",12.0,"$2,092,563,000",0.06
346,AME,AMETEK Inc.,INDUSTRIALS,"15,699,216",24.0,"$2,090,820,000",0.06
347,CPT,Camden Property Trust,REAL ESTATE,"12,444,302",16.0,"$2,068,241,000",0.05
348,PAYC,Paycom Software Inc.,INFORMATION TECHNOLOGY,"5,967,962",,"$2,067,181,000",0.05
349,MKC,McCormick & Company Incorporated,CONSUMER STAPLES,"20,435,276",27.0,"$2,039,441,000",0.05
350,GWW,W.W. Grainger Inc.,INDUSTRIALS,"3,915,066",15.0,"$2,019,353,000",0.05
351,VMC,Vulcan Materials Company (Holding Company),MATERIALS,"10,951,374",29.0,"$2,011,768,000",0.05
352,HBAN,Huntington Bancshares Incorporated,FINANCE,"136,897,261",20.0,"$2,001,438,000",0.05
353,GLW,Corning Incorporated,MATERIALS,"54,112,594",19.0,"$1,997,293,000",0.05
354,INVH,Invitation Homes Inc.,REAL ESTATE,"49,633,723",,"$1,994,283,000",0.05
355,UDR,UDR Inc.,REAL ESTATE,"34,543,802",12.0,"$1,981,777,000",0.05
356,TWTR,Twitter Inc.,COMMUNICATIONS,"51,188,622",NaN,"$1,980,486,000",0.05
357,STE,STERIS plc,HEALTH CARE,"8,187,989",,"$1,979,609,000",0.05
358,CDW,CDW Corporation,INFORMATION TECHNOLOGY,"11,059,776",9.0,"$1,978,483,000",0.05
359,SGEN,Seattle Genetics Inc.,HEALTH CARE,"13,704,355",NaN,"$1,974,113,000",0.05
360,ENTG,Entegris Inc.,INFORMATION TECHNOLOGY,"15,038,324",NaN,"$1,973,931,000",0.05
361,MOS,Mosaic Company (The),MATERIALS,"29,517,549",37.0,"$1,962,917,000",0.05
362,IWB,iShares Russell 1000,FINANCE,"7,841,513",NaN,"$1,960,927,000",0.05
363,CF,CF Industries Holdings Inc.,MATERIALS,"18,998,233",30.0,"$1,957,957,000",0.05
364,SWKS,Skyworks Solutions Inc.,INFORMATION TECHNOLOGY,"14,632,218",28.0,"$1,950,183,000",0.05
365,MNST,Monster Beverage Corporation,CONSUMER STAPLES,"24,385,742",28.0,"$1,948,417,000",0.05
366,WY,Weyerhaeuser Company,MATERIALS,"56,430,834",18.0,"$2,138,728,000",0.06
367,PCAR,PACCAR Inc.,INDUSTRIALS,"24,024,912",28.0,"$2,115,872,000",0.06
368,BBY,Best Buy Co. Inc.,CONSUMER DISCRETIONARY,"21,397,168",14.0,"$1,945,002,000",0.05
369,FE,FirstEnergy Corp.,UTILITIES AND TELECOMMUNICATIONS,"42,375,372",29.0,"$1,943,335,000",0.05
370,IOO,iShares Global 100,FINANCE,"25,495,358",NaN,"$1,938,922,000",0.05
371,URI,United Rentals Inc.,INDUSTRIALS,"5,450,665",18.0,"$1,936,131,000",0.05
372,TSN,Tyson Foods Inc.,CONSUMER STAPLES,"21,532,930",37.0,"$1,929,996,000",0.05
373,IT,Gartner Inc.,INFORMATION TECHNOLOGY,"6,446,779",22.0,"$1,917,660,000",0.05
374,MTB,M&T Bank Corporation,FINANCE,"11,292,279",26.0,"$1,914,040,000",0.05
375,SNAP,Snap Inc. Class A,UTILITIES AND TELECOMMUNICATIONS,"53,148,164",NaN,"$1,912,802,000",0.05
376,PEAK,NaN,REAL ESTATE,"55,712,041",10.0,"$1,912,595,000",0.05
377,POOL,Pool Corporation,CONSUMER DISCRETIONARY,"4,512,465",,"$1,908,095,000",0.05
378,TECH,Bio-Techne Corp,HEALTH CARE,"4,403,779",,"$1,907,014,000",0.05
379,CHD,Church & Dwight Company Inc.,CONSUMER STAPLES,"19,176,152",20.0,"$1,905,727,000",0.05
380,BILL,NaN,INFORMATION TECHNOLOGY,"8,396,983",NaN,"$1,904,348,000",0.05
381,TYL,Tyler Technologies Inc.,INFORMATION TECHNOLOGY,"4,278,185",,"$1,903,323,000",0.05
382,WAT,Waters Corporation,HEALTH CARE,"6,108,293",17.0,"$1,895,953,000",0.05
383,TDY,Teledyne Technologies Incorporated,INDUSTRIALS,"3,980,611",,"$1,881,357,000",0.05
384,KHC,The Kraft Heinz Company,CONSUMER STAPLES,"47,497,389",35.0,"$1,870,923,000",0.05
385,WOLF,NaN,INFORMATION TECHNOLOGY,"16,431,778",NaN,"$1,870,922,000",0.05
386,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,INFORMATION TECHNOLOGY,"17,944,240",NaN,"$1,870,867,000",0.05
387,KEY,KeyCorp,FINANCE,"83,576,728",23.0,"$1,870,447,000",0.05
388,FANG,Diamondback Energy Inc.,ENERGY,"13,599,920",,"$1,864,278,000",0.05
389,RJF,Raymond James Financial Inc.,FINANCE,"16,853,667",24.0,"$1,852,384,000",0.05
390,HIG,Hartford Financial Services Group Inc. (The),FINANCE,"25,778,230",16.0,"$1,851,135,000",0.05
391,CFG,Citizens Financial Group Inc.,FINANCE,"40,828,453",22.0,"$1,850,754,000",0.05
392,OKTA,Okta Inc.,INFORMATION TECHNOLOGY,"12,228,565",NaN,"$1,846,023,000",0.05
393,BBY,Best Buy Co. Inc.,CONSUMER DISCRETIONARY,"21,397,168",14.0,"$1,945,002,000",0.05
394,NTRS,Northern Trust Corporation,FINANCE,"15,680,680",24.0,"$1,826,014,000",0.05
395,FTV,Fortive Corporation,INDUSTRIALS,"29,702,419",35.0,"$1,809,769,000",0.05
396,AA,Alcoa Corporation,MATERIALS,"20,084,162",NaN,"$1,808,179,000",0.05
397,CTRA,Contura Energy Inc.,ENERGY,"66,823,839",46.0,"$1,802,238,000",0.05
398,LEN,Lennar Corporation Class A,CONSUMER DISCRETIONARY,"22,092,308",23.0,"$1,793,233,000",0.05
399,CHRW,C.H. Robinson Worldwide Inc.,TRANSPORTS,"16,498,081",20.0,"$1,777,011,000",0.05
400,SUI,Sun Communities Inc.,REAL ESTATE,"10,115,134",NaN,"$1,773,080,000",0.05
401,AKAM,Akamai Technologies Inc.,COMMUNICATIONS,"14,846,705",20.0,"$1,772,548,000",0.05
402,TRGP,Targa Resources Inc.,ENERGY,"24,430,093",34.0,"$1,759,455,298",0.05
403,DGX,Quest Diagnostics Incorporated,HEALTH CARE,"12,807,624",21.0,"$1,752,852,000",0.05
404,HUBS,HubSpot Inc.,INFORMATION TECHNOLOGY,"3,686,104",NaN,"$1,750,678,000",0.05
405,CMS,CMS Energy Corporation,UTILITIES AND TELECOMMUNICATIONS,"25,008,504",21.0,"$1,749,094,000",0.05
406,FICO,Fair Isaac Corproation,INFORMATION TECHNOLOGY,"3,744,348",NaN,"$1,746,589,000",0.05
407,CNP,CenterPoint Energy Inc (Holding Co),UTILITIES AND TELECOMMUNICATIONS,"56,649,744",26.0,"$1,735,748,000",0.05
408,CTLT,Catalent Inc.,HEALTH CARE,"15,631,020",,"$1,733,479,000",0.05
409,K,Kellogg Company,CONSUMER STAPLES,"26,845,929",27.0,"$1,731,295,000",0.05
410,MPW,Medical Properties Trust Inc.,REAL ESTATE,"81,127,113",NaN,"$1,715,027,000",0.05
411,PARA,NaN,COMMUNICATIONS,"45,269,340",,"$1,711,632,000",0.05
412,PFG,Principal Financial Group Inc,FINANCE,"23,253,147",17.0,"$1,707,017,000",0.05
413,GRMN,Garmin Ltd.,CONSUMER DISCRETIONARY,"14,264,641",19.0,"$1,691,932,000",0.04
414,DOV,Dover Corporation,INDUSTRIALS,"10,761,653",25.0,"$1,688,503,000",0.04
415,ULTA,Ulta Beauty Inc.,CONSUMER DISCRETIONARY,"4,228,822",15.0,"$1,684,004,000",0.04
416,ESGU,NaN,FINANCE,"16,602,764",NaN,"$1,682,690,000",0.04
417,SE,Sea Limited American Depositary Shares each representing one Class A,INFORMATION TECHNOLOGY,"14,038,750",NaN,"$1,681,703,000",0.04
418,LDOS,Leidos Holdings Inc.,INDUSTRIALS,"15,518,960",12.0,"$1,676,358,000",0.04
419,NTRS,Northern Trust Corporation,FINANCE,"15,680,680",24.0,"$1,826,014,000",0.05
420,FTV,Fortive Corporation,INDUSTRIALS,"29,702,419",35.0,"$1,809,769,000",0.05
421,HOLX,Hologic Inc.,HEALTH CARE,"21,814,012",29.0,"$1,675,753,000",0.04
422,TER,Teradyne Inc.,INFORMATION TECHNOLOGY,"14,153,679",16.0,"$1,673,390,000",0.04
423,COO,The Cooper Companies Inc.,HEALTH CARE,"4,003,006",20.0,"$1,671,615,000",0.04
424,SYF,Synchrony Financial,FINANCE,"47,846,561",17.0,"$1,665,537,000",0.04
425,FNF,FNF Group of Fidelity National Financial Inc.,FINANCE,"34,000,608",NaN,"$1,660,591,000",0.04
426,VICI,VICI Properties Inc.,REAL ESTATE,"58,176,039",,"$1,655,690,000",0.04
427,AEE,Ameren Corporation,UTILITIES AND TELECOMMUNICATIONS,"17,623,645",29.0,"$1,652,392,000",0.04
428,LNT,Alliant Energy Corporation,UTILITIES AND TELECOMMUNICATIONS,"26,369,358",22.0,"$1,647,557,000",0.04
429,ABNB,NaN,CONSUMER DISCRETIONARY,"9,589,622",NaN,"$1,647,113,000",0.04
430,ZS,Zscaler Inc.,INFORMATION TECHNOLOGY,"6,817,785",NaN,"$1,644,996,000",0.04
431,PPL,PPL Corporation,UTILITIES AND TELECOMMUNICATIONS,"57,120,104",34.0,"$1,631,351,000",0.04
432,IP,International Paper Company,MATERIALS,"35,263,405",24.0,"$1,627,407,000",0.04
433,FOXA,Twenty-First Century Fox Inc.,COMMUNICATIONS,"41,131,018",,"$1,622,618,000",0.04
434,GPC,Genuine Parts Company,INDUSTRIALS,"12,843,268",13.0,"$1,618,508,000",0.04
435,ATO,Atmos Energy Corporation,UTILITIES AND TELECOMMUNICATIONS,"13,491,629",35.0,"$1,612,116,000",0.04
436,FDS,FactSet Research Systems Inc.,INFORMATION TECHNOLOGY,"3,694,956",20.0,"$1,604,165,000",0.04
437,XYL,Xylem Inc. New,INDUSTRIALS,"18,774,974",16.0,"$1,600,756,000",0.04
438,TTWO,Take-Two Interactive Software Inc.,INFORMATION TECHNOLOGY,"10,388,532",,"$1,597,135,000",0.04
439,BIDU,Baidu Inc.,COMMUNICATIONS,"12,045,082",NaN,"$1,593,566,000",0.04
440,TTD,The Trade Desk Inc.,COMMUNICATIONS,"22,905,746",NaN,"$1,586,220,000",0.04
441,MLM,Martin Marietta Materials Inc.,MATERIALS,"4,116,762",32.0,"$1,584,501,000",0.04
442,SEDG,SolarEdge Technologies Inc.,ENERGY,"5,719,975",,"$1,565,442,758",0.04
443,VALE,VALE S.A. American Depositary Shares Each Representing one,MATERIALS,"78,304,101",NaN,"$1,565,299,000",0.04
444,IJH,iShares Core S&P Mid-Cap,FINANCE,"5,810,489",NaN,"$1,559,186,000",0.04
445,TWLO,Twilio Inc. Class A,INFORMATION TECHNOLOGY,"9,452,676",NaN,"$1,557,897,000",0.04
446,SSNC,SS&C Technologies Holdings Inc.,INFORMATION TECHNOLOGY,"20,759,142",NaN,"$1,557,352,000",0.04
447,ETSY,Etsy Inc.,CONSUMER DISCRETIONARY,"12,522,719",,"$1,556,325,000",0.04
448,CLX,Clorox Company (The),CONSUMER STAPLES,"11,117,522",21.0,"$1,545,669,000",0.04
449,SWK,Stanley Black & Decker Inc.,CONSUMER DISCRETIONARY,"11,015,960",26.0,"$1,539,922,000",0.04
450,TFX,Teleflex Incorporated,INDUSTRIALS,"4,338,063",30.0,"$1,539,276,000",0.04
451,CINF,Cincinnati Financial Corporation,FINANCE,"11,313,105",26.0,"$1,538,130,000",0.04
452,FLT,FleetCor Technologies Inc.,INFORMATION TECHNOLOGY,"6,118,876",18.0,"$1,523,967,000",0.04
453,OMC,Omnicom Group Inc.,COMMUNICATIONS,"17,914,761",18.0,"$1,520,604,000",0.04
454,REXR,Rexford Industrial Realty Inc.,REAL ESTATE,"20,363,229",NaN,"$1,518,893,000",0.04
455,NRG,NRG Energy Inc.,UTILITIES AND TELECOMMUNICATIONS,"32,916,252",32.0,"$1,515,464,242",0.04
456,ABMD,ABIOMED Inc.,HEALTH CARE,"4,564,753",NaN,"$1,512,030,000",0.04
457,BR,Broadridge Financial Solutions Inc.Common Stock,INFORMATION TECHNOLOGY,"9,692,024",16.0,"$1,509,146,000",0.04
458,NTAP,NetApp Inc.,INFORMATION TECHNOLOGY,"18,123,788",16.0,"$1,504,274,000",0.04
459,APO,Apollo Global Management LLC Class A Representing Class A Limitied Liability Company Interests,FINANCE,"24,262,978",NaN,"$1,504,064,000",0.04
460,CGNX,Cognex Corporation,INFORMATION TECHNOLOGY,"19,443,442",NaN,"$1,500,064,000",0.04
461,DAL,Delta Air Lines Inc.,TRANSPORTS,"37,857,563",26.0,"$1,498,021,000",0.04
462,RIVN,NaN,CONSUMER DISCRETIONARY,"29,787,506",NaN,"$1,496,522,000",0.04
463,LUV,Southwest Airlines Company,TRANSPORTS,"32,585,287",32.0,"$1,492,405,000",0.04
464,GNRC,Generac Holdlings Inc.,INDUSTRIALS,"5,018,844",,"$1,491,903,000",0.04
465,IR,Ingersoll-Rand plc (Ireland),INDUSTRIALS,"29,607,738",,"$1,490,751,000",0.04
466,SPLK,Splunk Inc.,INFORMATION TECHNOLOGY,"10,004,438",NaN,"$1,486,758,000",0.04
467,CRL,Charles River Laboratories International Inc.,HEALTH CARE,"5,230,033",,"$1,485,173,000",0.04
468,PKI,PerkinElmer Inc.,HEALTH CARE,"8,432,706",18.0,"$1,471,170,000",0.04
469,HRL,Hormel Foods Corporation,CONSUMER STAPLES,"28,504,755",28.0,"$1,469,134,000",0.04
470,VMW,Vmware Inc. Class A,INFORMATION TECHNOLOGY,"12,859,118",NaN,"$1,464,269,000",0.04
471,CAG,ConAgra Brands Inc.,CONSUMER STAPLES,"43,420,694",33.0,"$1,457,630,000",0.04
472,DPZ,Domino's Pizza Inc,CONSUMER DISCRETIONARY,"3,578,352",31.0,"$1,456,425,000",0.04
473,HZNP,Horizon Pharma plc,HEALTH CARE,"13,835,607",NaN,"$1,455,645,000",0.04
474,INCY,Incyte Corporation,HEALTH CARE,"18,093,089",24.0,"$1,436,952,000",0.04
475,IPG,Interpublic Group of Companies Inc. (The),COMMUNICATIONS,"40,519,606",15.0,"$1,436,421,000",0.04
476,JKHY,Jack Henry & Associates Inc.,INFORMATION TECHNOLOGY,"7,224,566",15.0,"$1,423,599,000",0.04
477,VFC,V.F. Corporation,CONSUMER DISCRETIONARY,"25,013,522",13.0,"$1,422,270,000",0.04
478,FMC,FMC Corporation,MATERIALS,"10,809,549",33.0,"$1,422,214,000",0.04
479,KDP,Keurig Dr Pepper Inc.,CONSUMER STAPLES,"37,522,855",,"$1,422,115,000",0.04
480,HWM,NaN,INDUSTRIALS,"39,523,278",,"$1,420,466,000",0.04
481,LSI,Life Storage Inc.,REAL ESTATE,"10,016,394",NaN,"$1,406,601,000",0.04
482,BRO,Brown & Brown Inc.,FINANCE,"19,448,540",21.0,"$1,405,544,000",0.04
483,MOH,Molina Healthcare Inc,HEALTH CARE,"4,165,978",,"$1,389,730,000",0.04
484,KIM,Kimco Realty Corporation,REAL ESTATE,"55,689,155",12.0,"$1,375,521,000",0.04
485,SBNY,Signature Bank,FINANCE,"4,682,876",28.0,"$1,374,378,000",0.04
486,CSGP,CoStar Group Inc.,INDUSTRIALS,"20,615,252",27.0,"$1,373,180,000",0.04
487,WTRG,NaN,UTILITIES AND TELECOMMUNICATIONS,"26,757,495",NaN,"$1,368,111,000",0.04
488,DAR,Darling Ingredients Inc.,CONSUMER STAPLES,"16,989,490",NaN,"$1,365,616,000",0.04
489,AVTR,NaN,HEALTH CARE,"40,362,560",NaN,"$1,365,062,000",0.04
490,BG,Bunge Limited,CONSUMER STAPLES,"12,304,121",NaN,"$1,363,417,000",0.04
491,TRMB,Trimble Inc.,INFORMATION TECHNOLOGY,"18,849,775",13.0,"$1,359,823,000",0.04
492,NIO,NIO Inc. American depositary shares each representing one Class A,CONSUMER DISCRETIONARY,"64,586,965",NaN,"$1,359,552,000",0.04
493,MRO,Marathon Oil Corporation,ENERGY,"54,039,335",42.0,"$1,356,929,000",0.04
494,PWR,Quanta Services Inc.,INDUSTRIALS,"10,295,776",35.0,"$1,355,028,000",0.04
495,HST,Host Hotels & Resorts Inc.,REAL ESTATE,"69,403,939",14.0,"$1,348,518,000",0.04
496,SEE,Sealed Air Corporation,MATERIALS,"20,006,898",21.0,"$1,339,661,000",0.04
497,YUMC,Yum China Holdings Inc.,CONSUMER DISCRETIONARY,"32,024,276",NaN,"$1,330,290,000",0.04
498,EPAM,EPAM Systems Inc.,INFORMATION TECHNOLOGY,"4,481,437",,"$1,329,240,000",0.04
499,LSCC,Lattice Semiconductor Corporation,INFORMATION TECHNOLOGY,"21,635,732",NaN,"$1,318,698,000",0.03
500,WDC,Western Digital Corporation,INFORMATION TECHNOLOGY,"26,552,107",11.0,"$1,318,314,000",0.03
501,CAH,Cardinal Health Inc.,HEALTH CARE,"23,108,919",12.0,"$1,310,275,000",0.03
502,FHN,First Horizon National Corporation,FINANCE,"55,531,594",NaN,"$1,304,437,000",0.03
503,TRU,TransUnion,INFORMATION TECHNOLOGY,"12,588,654",NaN,"$1,300,912,000",0.03
504,CTXS,Citrix Systems Inc.,INFORMATION TECHNOLOGY,"12,795,861",NaN,"$1,291,103,000",0.03
505,EGP,EastGroup Properties Inc.,REAL ESTATE,"6,338,394",NaN,"$1,288,467,000",0.03
506,HYG,iShares iBoxx $ High Yield Corporate Bond,FINANCE,"15,641,115",NaN,"$1,287,107,000",0.03
507,SJM,J.M. Smucker Company (The),CONSUMER STAPLES,"9,471,242",31.0,"$1,282,501,000",0.03
508,PKG,Packaging Corporation of America,MATERIALS,"8,167,988",17.0,"$1,275,105,000",0.03
509,IXJ,iShares Global Healthcare,HEALTH CARE,"14,542,098",NaN,"$1,274,179,000",0.03
510,NDAQ,Nasdaq Inc.,FINANCE,"8,189,132",12.0,"$1,271,444,634",0.03
511,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,INDUSTRIALS,"22,916,270",15.0,"$1,269,789,000",0.03
512,JNPR,Juniper Networks Inc.,INFORMATION TECHNOLOGY,"33,852,335",17.0,"$1,257,952,000",0.03
513,OVV,NaN,ENERGY,"23,232,740",NaN,"$1,256,194,000",0.03
514,MELI,MercadoLibre Inc.,COMMUNICATIONS,"1,056,024",NaN,"$1,256,120,000",0.03
515,TXT,Textron Inc.,INDUSTRIALS,"16,846,222",34.0,"$1,253,022,000",0.03
516,ZM,NaN,INFORMATION TECHNOLOGY,"10,688,031",NaN,"$1,252,959,000",0.03
